id;modelo_cadastrado;descritivo;preco;prazo;tpl;descricao_tpl;tensao;acdc;vias;operacao;conexoes;tipo_conexao;mat_corpo;protecao;switch_manual;conexao_eletrica;classe_potencia;classe_bobina;feature;vedacoes;vedacoes_catalogadas;orificio;kv;pmin;pman_ar_gas;pmax_agua;pmax_oleo;temperatura;potencia;construcao
-83160675;8320A092 240/60;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 3/4"" NPT, corpo em latão, vedações em NBR, orifício de 17 mm, Kv = 4,1, pressão diferencial de operação (ar/gás): 0,7 à 9 bar; pressão diferencial de operação (água): 0,7 à 9 bar; pressão diferencial de operação (óleo): 0,7 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 6W de potência, tensão de operação de 240/60, construção 2.
 ";6111,94;65;Sem TPL;Sem TPL;240/60;AC;3/2;NF;"3/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;17;4,1;0,7;9;9;9;82;6;2
-83160693;8320A092 110/50,120/60;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 3/4"" NPT, corpo em latão, vedações em NBR, orifício de 17 mm, Kv = 4,1, pressão diferencial de operação (ar/gás): 0,7 à 9 bar; pressão diferencial de operação (água): 0,7 à 9 bar; pressão diferencial de operação (óleo): 0,7 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 6W de potência, tensão de operação de 110/50,120/60, construção 2.
 ";6172;65;Sem TPL;Sem TPL;110/50,120/60;AC;3/2;NF;"3/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;17;4,1;0,7;9;9;9;82;6;2
-83160750;HC8320A013 125/DC;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 3/4"" NPT, corpo em latão, vedações em NBR, orifício de 17 mm, Kv = 4,1, pressão diferencial de operação (ar/gás): 0,7 à 9 bar; pressão diferencial de operação (água): 0,7 à 9 bar; pressão diferencial de operação (óleo): 0,7 à 9 bar;  temperatura máxima de 49 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe H (BP), 9,7W de potência, tensão de operação de 125/DC, construção 2.
 ";5567,23;65;Sem TPL;Sem TPL;125/DC;DC;3/2;NF;"3/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;H;simples;NBR;NBR;17;4,1;0,7;9;9;9;49;9,7;2
-83160782;JPIS8316B384V 24/DC;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/2"" NPT, corpo em latão, vedações em Viton, orifício de 16 mm, Kv = 2,7, pressão diferencial de operação (ar/gás): 0,7 à 9 bar; pressão diferencial de operação (água): 0,7 à 9 bar; pressão diferencial de operação (óleo): 0,7 à 9 bar;  temperatura máxima de 49 °C, proteção à prova de explosões, classe Ex ia IIC T6 Ga, conexão elétrica: 1/2” NPT (opcional M20x 1,5); bobina classe F (BP), 9,7W de potência, tensão de operação de 24/DC, construção 1.
 ";3979,19;35;Sem TPL;Sem TPL;24/DC;DC;3/2;NF;"1/2""";NPT;Latão;Ex ia IIC T6 Ga;Sem operador manual;1/2” NPT (opcional M20x 1,5);BP;F;simples;Viton;NBR;16;2,7;0,7;9;9;9;49;9,7;1
-83160783;HBX8320A195 240/60 - 24057;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1"" NPT, corpo em latão, vedações em NBR, orifício de 25 mm, Kv = 11, pressão diferencial de operação (ar/gás): 0,7 à 9 bar; pressão diferencial de operação (água): 0,7 à 9 bar; pressão diferencial de operação (óleo): 0,7 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe H (BP), 6W de potência, tensão de operação de 240/60, construção 3.
TPL: Pressão/Potência  acima da Standard";8638,56;45;24057;Pressão/Potência  acima da Standard;240/60;AC;3/2;NF;"1""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;H;simples;NBR;NBR;25;11;0,7;9;9;9;82;6;3
-83160785;HBX8320A185 240/60 - 24055;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1"" NPT, corpo em latão, vedações em NBR, orifício de 25 mm, Kv = 11, pressão diferencial de operação (ar/gás): 0,7 à 9 bar; pressão diferencial de operação (água): 0,7 à 9 bar; pressão diferencial de operação (óleo): 0,7 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe H (BP), 6W de potência, tensão de operação de 240/60, construção 3.
TPL: Pressão/Potência  acima da Standard";8638,56;45;24055;Pressão/Potência  acima da Standard;240/60;AC;3/2;NF;"1""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;H;simples;NBR;NBR;25;11;0,7;9;9;9;82;6;3
-83200123;HBA320A192 110/50,120/60;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 10 bar; pressão diferencial de operação (água): 0 à 10 bar; pressão diferencial de operação (óleo): 0 à 10 bar;  temperatura máxima de 93 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe H (BP), 10,5W de potência, tensão de operação de 110/50,120/60, construção 2J.
 ";1347,81;15;Sem TPL;Sem TPL;110/50,120/60;AC;3/2;NA;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;H;simples;NBR;NBR;2,4;0,10;0;10;10;10;93;10,5;2J
-83200202;8320A138 24/DC;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/8"" NPT, corpo em latão, vedações em NBR, orifício de 1,6 mm, Kv = 0,08, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 50 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 6W de potência, tensão de operação de 24/DC, construção 1A.
 ";998,64;5;Sem TPL;Sem TPL;24/DC;DC;3/2;NF;"1/8""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;1,6;0,08;0;9;9;9;50;6;1A
-83200276;8320A135MO 120/DC;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, com operador manual, conexão ao processo em 1/8"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 7 bar; pressão diferencial de operação (água): 0 à 7 bar; pressão diferencial de operação (óleo): 0 à 7 bar;  temperatura máxima de 50 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 6W de potência, tensão de operação de 120/DC, construção 1A.
 ";998,64;5;Sem TPL;Sem TPL;120/DC;DC;3/2;NF;"1/8""";NPT;Latão;IP-40 (Uso geral);Com operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;7;7;7;50;6;1A
-83200299;EF8320G184MO 24/DC;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 3/2 vias, normal fechada, com operador manual, conexão ao processo em 1/8"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 7 bar; pressão diferencial de operação (água): 0 à 7 bar; pressão diferencial de operação (óleo): 0 à 7 bar;  temperatura máxima de 50 °C, proteção à prova de explosões, classe Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66, conexão elétrica: Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG); bobina classe F (BP), 6W de potência, tensão de operação de 24/DC, construção 1A.
 ";1061,49;5;Sem TPL;Sem TPL;24/DC;DC;3/2;NF;"1/8""";NPT;Latão;Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66;Com operador manual;"Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG)";BP;F;simples;Etileno propileno;NBR;2,4;0,10;0;7;7;7;50;6;1A
-83200433;EF8320G178 120/60;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 2,4 mm, Kv = 0,13, pressão diferencial de operação (ar/gás): 0 à 10 bar; pressão diferencial de operação (água): 0 à 10 bar; pressão diferencial de operação (óleo): 0 à 10 bar;  temperatura máxima de 93 °C, proteção à prova de explosões, classe Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66, conexão elétrica: Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG); bobina classe F (BP), 10,5W de potência, tensão de operação de 120/60, construção 2D.
 ";1356,19;5;Sem TPL;Sem TPL;120/60;AC;3/2;NF;"1/4""";NPT;Latão;Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66;Sem operador manual;"Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG)";BP;F;simples;Etileno propileno;NBR;2,4;0,13;0;10;10;10;93;10,5;2D
-83200528;8320B177 240/DC;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 1,6 mm, Kv = 0,08, pressão diferencial de operação (ar/gás): 0 à 11 bar; pressão diferencial de operação (água): 0 à 11 bar; pressão diferencial de operação (óleo): 0 à 11 bar;  temperatura máxima de 66 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 16,7W de potência, tensão de operação de 240/DC, construção 2C.
 ";1283,56;5;Sem TPL;Sem TPL;240/DC;DC;3/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;1,6;0,08;0;11;11;11;66;16,7;2C
-83200547;A320A193 24/DC;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, universal, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 4,1 bar; pressão diferencial de operação (água): 0 à 4,1 bar; pressão diferencial de operação (óleo): 0 à 4,1 bar;  temperatura máxima de 65 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 24/DC, construção 2M.
 ";1259,82;5;Sem TPL;Sem TPL;24/DC;DC;3/2;U;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;4,1;4,1;4,1;65;10,5;2M
-83200901;8320A193 24/DC;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/8"" NPT, corpo em latão, vedações em Uretano, orifício de 1,2 mm, Kv = 0,05, pressão diferencial de operação (ar/gás): 0 à 17 bar; pressão diferencial de operação (água): 0 à 17 bar; pressão diferencial de operação (óleo): 0 à 17 bar;  temperatura máxima de 50 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 9W de potência, tensão de operação de 24/DC, construção 1.
 ";1007,02;65;Sem TPL;Sem TPL;24/DC;DC;3/2;NA;"1/8""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;Uretano;Uretano;1,2;0,05;0;17;17;17;50;9;1
-83201230;EF8320G178P 120/60;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 2,4 mm, Kv = 0,13, pressão diferencial de operação (ar/gás): 0 à 10 bar; pressão diferencial de operação (água): 0 à 10 bar; pressão diferencial de operação (óleo): 0 à 10 bar;  temperatura máxima de 93 °C, proteção à prova de explosões, classe Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66, conexão elétrica: Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG); bobina classe F (BP), 10,5W de potência, tensão de operação de 120/60, construção 2D.
 ";1356,19;5;Sem TPL;Sem TPL;120/60;AC;3/2;NF;"1/4""";NPT;Latão;Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66;Sem operador manual;"Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG)";BP;F;simples;Etileno propileno;NBR;2,4;0,13;0;10;10;10;93;10,5;2D
-83201249;EF8320G182 24/DC;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 2,4 mm, Kv = 0,13, pressão diferencial de operação (ar/gás): 0 à 8 bar; pressão diferencial de operação (água): 0 à 8 bar; pressão diferencial de operação (óleo): 0 à 8 bar;  temperatura máxima de 66 °C, proteção à prova de explosões, classe Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66, conexão elétrica: Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG); bobina classe F (BP), 10,5W de potência, tensão de operação de 24/DC, construção 2D.
 ";1356,19;15;Sem TPL;Sem TPL;24/DC;DC;3/2;NF;"1/4""";NPT;Latão;Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66;Sem operador manual;"Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG)";BP;F;simples;Etileno propileno;NBR;2,4;0,13;0;8;8;8;66;10,5;2D
-83201250;EF8320G182 220/50,240/60;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 2,4 mm, Kv = 0,13, pressão diferencial de operação (ar/gás): 0 à 10 bar; pressão diferencial de operação (água): 0 à 10 bar; pressão diferencial de operação (óleo): 0 à 10 bar;  temperatura máxima de 93 °C, proteção à prova de explosões, classe Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66, conexão elétrica: Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG); bobina classe F (BP), 10,5W de potência, tensão de operação de 220/50,240/60, construção 2D.
 ";1356,19;5;Sem TPL;Sem TPL;220/50,240/60;AC;3/2;NF;"1/4""";NPT;Latão;Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66;Sem operador manual;"Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG)";BP;F;simples;Etileno propileno;NBR;2,4;0,13;0;10;10;10;93;10,5;2D
-83201693;A320A195 240/60;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, universal, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 7 bar; pressão diferencial de operação (água): 0 à 7 bar; pressão diferencial de operação (óleo): 0 à 7 bar;  temperatura máxima de 93 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 240/60, construção 2M.
 ";1347,81;5;Sem TPL;Sem TPL;240/60;AC;3/2;U;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;7;7;7;93;10,5;2M
-83202155;EFA320G184 220/50,240/60;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 3/2 vias, universal, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 3,2 mm, Kv = 0,21, pressão diferencial de operação (ar/gás): 0 à 3,4 bar; pressão diferencial de operação (água): 0 à 3,4 bar; pressão diferencial de operação (óleo): 0 à 3,4 bar;  temperatura máxima de 93 °C, proteção à prova de explosões, classe Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66, conexão elétrica: Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG); bobina classe F (BP), 10,5W de potência, tensão de operação de 220/50,240/60, construção 2M.
 ";1423,23;15;Sem TPL;Sem TPL;220/50,240/60;AC;3/2;U;"1/4""";NPT;Latão;Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66;Sem operador manual;"Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG)";BP;F;simples;Etileno propileno;NBR;3,2;0,21;0;3,4;3,4;3,4;93;10,5;2M
-83202177;A320A193T 120/60;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, universal, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 7 bar; pressão diferencial de operação (água): 0 à 7 bar; pressão diferencial de operação (óleo): 0 à 7 bar;  temperatura máxima de 93 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 120/60, construção 2M.
 ";1259,82;5;Sem TPL;Sem TPL;120/60;AC;3/2;U;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;7;7;7;93;10,5;2M
-83202218;8320A184V 220/50,240/60;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/8"" NPT, corpo em latão, vedações em Viton, orifício de 1,6 mm, Kv = 0,08, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 6W de potência, tensão de operação de 220/50,240/60, construção 1A.
 ";998,64;5;Sem TPL;Sem TPL;220/50,240/60;AC;3/2;NF;"1/8""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;Viton;NBR;1,6;0,08;0;9;9;9;82;6;1A
-83202219;EM8320B174 48/DC;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/8"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 7 bar; pressão diferencial de operação (água): 0 à 7 bar; pressão diferencial de operação (óleo): 0 à 7 bar;  temperatura máxima de 50 °C, proteção à prova de explosões, classe Ex eb mb llC T* Gb/Ex tb lllC T* Db IP 66/67, conexão elétrica: Prensa cabo para diâmetros de 7 a 12mm ou conduites roscados; bobina classe F (BP), 6W de potência, tensão de operação de 48/DC, construção 1A.
 ";998,64;5;Sem TPL;Sem TPL;48/DC;DC;3/2;NF;"1/8""";NPT;Latão;Ex eb mb llC T* Gb/Ex tb lllC T* Db IP 66/67;Sem operador manual;Prensa cabo para diâmetros de 7 a 12mm ou conduites roscados;BP;F;simples;Etileno propileno;NBR;2,4;0,10;0;7;7;7;50;6;1A
-83202238;HTA320A183 24/DC;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 7 bar; pressão diferencial de operação (água): 0 à 7 bar; pressão diferencial de operação (óleo): 0 à 7 bar;  temperatura máxima de 65 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe H (BP), 10,5W de potência, tensão de operação de 24/DC, construção 2J.
 ";1356,19;5;Sem TPL;Sem TPL;24/DC;DC;3/2;NA;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;H;simples;NBR;NBR;2,4;0,10;0;7;7;7;65;10,5;2J
-83202296;8320A185 48/DC;"Válvula solenoide ASCO, simples, para uso geral 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em NBR, orifício de 2,4 mm, Kv = 0,10, pressão diferencial de operação (ar/gás): 0 à 4,4 bar; pressão diferencial de operação (água): 0 à 4,4 bar; pressão diferencial de operação (óleo): 0 à 4,4 bar;  temperatura máxima de 50 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 9W de potência, tensão de operação de 48/DC, construção 2A.
 ";1343,62;55;Sem TPL;Sem TPL;48/DC;DC;3/2;NF;"1/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;2,4;0,10;0;4,4;4,4;4,4;50;9;2A
-83210040;EF8551G406 24/DC;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 7,1 mm, Kv = 0,7, pressão diferencial de operação (ar/gás): 0,7 à 14 bar; pressão diferencial de operação (água): 0,7 à 14 bar; pressão diferencial de operação (óleo): 0,7 à 14 bar;  temperatura máxima de 49 °C, proteção à prova de explosões, classe Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66, conexão elétrica: Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG); bobina classe F (BP), 9,7W de potência, tensão de operação de 24/DC, construção 1.
 ";3928,9;25;Sem TPL;Sem TPL;24/DC;DC;3/2;NF;"1/4""";NPT;Latão;Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66;Sem operador manual;"Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG)";BP;F;simples;Etileno propileno;NBR;7,1;0,7;0,7;14;14;14;49;9,7;1
-83210062;EM8551B402 24/DC;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 7,1 mm, Kv = 0,7, pressão diferencial de operação (ar/gás): 0,7 à 14 bar; pressão diferencial de operação (água): 0,7 à 14 bar; pressão diferencial de operação (óleo): 0,7 à 14 bar;  temperatura máxima de 49 °C, proteção à prova de explosões, classe Ex eb mb llC T* Gb/Ex tb lllC T* Db IP 66/67, conexão elétrica: Prensa cabo para diâmetros de 7 a 12mm ou conduites roscados; bobina classe F (BP), 9,7W de potência, tensão de operação de 24/DC, construção 1.
 ";3191,45;35;Sem TPL;Sem TPL;24/DC;DC;3/2;NF;"1/4""";NPT;Latão;Ex eb mb llC T* Gb/Ex tb lllC T* Db IP 66/67;Sem operador manual;Prensa cabo para diâmetros de 7 a 12mm ou conduites roscados;BP;F;simples;Etileno propileno;NBR;7,1;0,7;0,7;14;14;14;49;9,7;1
-83210108;EFMF8551G305 24/DC;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 3/2 vias, normal fechada, sem operador manual, conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 7,1 mm, Kv = 0,7, pressão diferencial de operação (ar/gás): 0,7 à 14 bar; pressão diferencial de operação (água): 0,7 à 14 bar; pressão diferencial de operação (óleo): 0,7 à 14 bar;  temperatura máxima de 49 °C, proteção à prova de explosões, classe Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66, conexão elétrica: Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG); bobina classe F (BP), 9,7W de potência, tensão de operação de 24/DC, construção 1.
 ";3138,38;35;Sem TPL;Sem TPL;24/DC;DC;3/2;NF;"1/4""";NPT;Latão;Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66;Sem operador manual;"Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG)";BP;F;simples;Etileno propileno;NBR;7,1;0,7;0,7;14;14;14;49;9,7;1
-83210131;EF8551G307MS 24/DC;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 3/2 vias, normal fechada, com operador manual (parafuso), conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 7,1 mm, Kv = 0,7, pressão diferencial de operação (ar/gás): 0,7 à 14 bar; pressão diferencial de operação (água): 0,7 à 14 bar; pressão diferencial de operação (óleo): 0,7 à 14 bar;  temperatura máxima de 49 °C, proteção à prova de explosões, classe Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66, conexão elétrica: Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG); bobina classe F (BP), 9,7W de potência, tensão de operação de 24/DC, construção 1.
 ";3945,67;25;Sem TPL;Sem TPL;24/DC;DC;3/2;NF;"1/4""";NPT;Latão;Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66;Com operador manual (Parafuso);"Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG)";BP;F;simples;Etileno propileno;NBR;7,1;0,7;0,7;14;14;14;49;9,7;1
-83210177;SCHC8551B401 125/DC;"Válvula solenoide ASCO, simples, para uso geral, 3/2 vias, normal aberta, sem operador manual, conexão ao processo em 3/8"" NPT, corpo em latão, vedações em NBR, orifício de 7,4 mm, Kv = 0,7, pressão diferencial de operação (ar/gás): 0,7 à 14 bar; pressão diferencial de operação (água): 0,7 à 14 bar; pressão diferencial de operação (óleo): 0,7 à 14 bar;  temperatura máxima de 49 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe H (BP), 9,7W de potência, tensão de operação de 125/DC, construção 1.
 ";3956,84;45;Sem TPL;Sem TPL;125/DC;DC;3/2;NA;"3/8""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;H;simples;NBR;NBR;7,4;0,7;0,7;14;14;14;49;9,7;1
-83210201;EFHT8551G421MS 110/50,120/60;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 3/2 vias, normal fechada, com operador manual (parafuso), conexão ao processo em 1/4"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 7,1 mm, Kv = 0,7, pressão diferencial de operação (ar/gás): 0,7 à 14 bar; pressão diferencial de operação (água): 0,7 à 14 bar; pressão diferencial de operação (óleo): 0,7 à 14 bar;  temperatura máxima de 82 °C, proteção à prova de explosões, classe Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66, conexão elétrica: Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG); bobina classe H (BP), 6W de potência, tensão de operação de 110/50,120/60, construção 1.
 ";3945,67;25;Sem TPL;Sem TPL;110/50,120/60;AC;3/2;NF;"1/4""";NPT;Latão;Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66;Com operador manual (Parafuso);"Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG)";BP;H;simples;Etileno propileno;NBR;7,1;0,7;0,7;14;14;14;82;6;1
